"","Observations","Posterior","Candidate"
"1571",26200,0,"WILLIAMS Toby"
"1572",26200,0,"WRIGHT Sue"
"1573",26300,0,"HRNJAK Ethan"
"1574",26300,0,"MAWSON Greg"
"1575",26300,1,"REGAN Michael"
"1576",26300,0,"SORENSEN Susan"
"1577",26300,0,"WILLIAMS Toby"
"1578",26300,0,"WRIGHT Sue"
"1579",26400,0,"HRNJAK Ethan"
"1580",26400,0,"MAWSON Greg"
"1581",26400,1,"REGAN Michael"
"1582",26400,0,"SORENSEN Susan"
"1583",26400,0,"WILLIAMS Toby"
"1584",26400,0,"WRIGHT Sue"
"1585",26500,0,"HRNJAK Ethan"
"1586",26500,0,"MAWSON Greg"
"1587",26500,1,"REGAN Michael"
"1588",26500,0,"SORENSEN Susan"
"1589",26500,0,"WILLIAMS Toby"
"1590",26500,0,"WRIGHT Sue"
"1591",26600,0,"HRNJAK Ethan"
"1592",26600,0,"MAWSON Greg"
"1593",26600,1,"REGAN Michael"
"1594",26600,0,"SORENSEN Susan"
"1595",26600,0,"WILLIAMS Toby"
"1596",26600,0,"WRIGHT Sue"
"1597",26700,0,"HRNJAK Ethan"
"1598",26700,0,"MAWSON Greg"
"1599",26700,1,"REGAN Michael"
"1600",26700,0,"SORENSEN Susan"
"1601",26700,0,"WILLIAMS Toby"
"1602",26700,0,"WRIGHT Sue"
"1603",26800,0,"HRNJAK Ethan"
"1604",26800,0,"MAWSON Greg"
"1605",26800,1,"REGAN Michael"
"1606",26800,0,"SORENSEN Susan"
"1607",26800,0,"WILLIAMS Toby"
"1608",26800,0,"WRIGHT Sue"
"1609",26900,0,"HRNJAK Ethan"
"1610",26900,0,"MAWSON Greg"
"1611",26900,1,"REGAN Michael"
"1612",26900,0,"SORENSEN Susan"
"1613",26900,0,"WILLIAMS Toby"
"1614",26900,0,"WRIGHT Sue"
"1615",27000,0,"HRNJAK Ethan"
"1616",27000,0,"MAWSON Greg"
"1617",27000,1,"REGAN Michael"
"1618",27000,0,"SORENSEN Susan"
"1619",27000,0,"WILLIAMS Toby"
"1620",27000,0,"WRIGHT Sue"
"1621",27100,0,"HRNJAK Ethan"
"1622",27100,0,"MAWSON Greg"
"1623",27100,1,"REGAN Michael"
"1624",27100,0,"SORENSEN Susan"
"1625",27100,0,"WILLIAMS Toby"
"1626",27100,0,"WRIGHT Sue"
"1627",27200,0,"HRNJAK Ethan"
"1628",27200,0,"MAWSON Greg"
"1629",27200,1,"REGAN Michael"
"1630",27200,0,"SORENSEN Susan"
"1631",27200,0,"WILLIAMS Toby"
"1632",27200,0,"WRIGHT Sue"
"1633",27300,0,"HRNJAK Ethan"
"1634",27300,0,"MAWSON Greg"
"1635",27300,1,"REGAN Michael"
"1636",27300,0,"SORENSEN Susan"
"1637",27300,0,"WILLIAMS Toby"
"1638",27300,0,"WRIGHT Sue"
"1639",27400,0,"HRNJAK Ethan"
"1640",27400,0,"MAWSON Greg"
"1641",27400,1,"REGAN Michael"
"1642",27400,0,"SORENSEN Susan"
"1643",27400,0,"WILLIAMS Toby"
"1644",27400,0,"WRIGHT Sue"
"1645",27500,0,"HRNJAK Ethan"
"1646",27500,0,"MAWSON Greg"
"1647",27500,1,"REGAN Michael"
"1648",27500,0,"SORENSEN Susan"
"1649",27500,0,"WILLIAMS Toby"
"1650",27500,0,"WRIGHT Sue"
"1651",27600,0,"HRNJAK Ethan"
"1652",27600,0,"MAWSON Greg"
"1653",27600,1,"REGAN Michael"
"1654",27600,0,"SORENSEN Susan"
"1655",27600,0,"WILLIAMS Toby"
"1656",27600,0,"WRIGHT Sue"
"1657",27700,0,"HRNJAK Ethan"
"1658",27700,0,"MAWSON Greg"
"1659",27700,1,"REGAN Michael"
"1660",27700,0,"SORENSEN Susan"
"1661",27700,0,"WILLIAMS Toby"
"1662",27700,0,"WRIGHT Sue"
"1663",27800,0,"HRNJAK Ethan"
"1664",27800,0,"MAWSON Greg"
"1665",27800,1,"REGAN Michael"
"1666",27800,0,"SORENSEN Susan"
"1667",27800,0,"WILLIAMS Toby"
"1668",27800,0,"WRIGHT Sue"
"1669",27900,0,"HRNJAK Ethan"
"1670",27900,0,"MAWSON Greg"
"1671",27900,1,"REGAN Michael"
"1672",27900,0,"SORENSEN Susan"
"1673",27900,0,"WILLIAMS Toby"
"1674",27900,0,"WRIGHT Sue"
"1675",28000,0,"HRNJAK Ethan"
"1676",28000,0,"MAWSON Greg"
"1677",28000,1,"REGAN Michael"
"1678",28000,0,"SORENSEN Susan"
"1679",28000,0,"WILLIAMS Toby"
"1680",28000,0,"WRIGHT Sue"
"1681",28100,0,"HRNJAK Ethan"
"1682",28100,0,"MAWSON Greg"
"1683",28100,1,"REGAN Michael"
"1684",28100,0,"SORENSEN Susan"
"1685",28100,0,"WILLIAMS Toby"
"1686",28100,0,"WRIGHT Sue"
"1687",28200,0,"HRNJAK Ethan"
"1688",28200,0,"MAWSON Greg"
"1689",28200,1,"REGAN Michael"
"1690",28200,0,"SORENSEN Susan"
"1691",28200,0,"WILLIAMS Toby"
"1692",28200,0,"WRIGHT Sue"
"1693",28300,0,"HRNJAK Ethan"
"1694",28300,0,"MAWSON Greg"
"1695",28300,1,"REGAN Michael"
"1696",28300,0,"SORENSEN Susan"
"1697",28300,0,"WILLIAMS Toby"
"1698",28300,0,"WRIGHT Sue"
"1699",28400,0,"HRNJAK Ethan"
"1700",28400,0,"MAWSON Greg"
"1701",28400,1,"REGAN Michael"
"1702",28400,0,"SORENSEN Susan"
"1703",28400,0,"WILLIAMS Toby"
"1704",28400,0,"WRIGHT Sue"
"1705",28500,0,"HRNJAK Ethan"
"1706",28500,0,"MAWSON Greg"
"1707",28500,1,"REGAN Michael"
"1708",28500,0,"SORENSEN Susan"
"1709",28500,0,"WILLIAMS Toby"
"1710",28500,0,"WRIGHT Sue"
"1711",28600,0,"HRNJAK Ethan"
"1712",28600,0,"MAWSON Greg"
"1713",28600,1,"REGAN Michael"
"1714",28600,0,"SORENSEN Susan"
"1715",28600,0,"WILLIAMS Toby"
"1716",28600,0,"WRIGHT Sue"
"1717",28700,0,"HRNJAK Ethan"
"1718",28700,0,"MAWSON Greg"
"1719",28700,1,"REGAN Michael"
"1720",28700,0,"SORENSEN Susan"
"1721",28700,0,"WILLIAMS Toby"
"1722",28700,0,"WRIGHT Sue"
"1723",28800,0,"HRNJAK Ethan"
"1724",28800,0,"MAWSON Greg"
"1725",28800,1,"REGAN Michael"
"1726",28800,0,"SORENSEN Susan"
"1727",28800,0,"WILLIAMS Toby"
"1728",28800,0,"WRIGHT Sue"
"1729",28900,0,"HRNJAK Ethan"
"1730",28900,0,"MAWSON Greg"
"1731",28900,1,"REGAN Michael"
"1732",28900,0,"SORENSEN Susan"
"1733",28900,0,"WILLIAMS Toby"
"1734",28900,0,"WRIGHT Sue"
"1735",29000,0,"HRNJAK Ethan"
"1736",29000,0,"MAWSON Greg"
"1737",29000,1,"REGAN Michael"
"1738",29000,0,"SORENSEN Susan"
"1739",29000,0,"WILLIAMS Toby"
"1740",29000,0,"WRIGHT Sue"
"1741",29100,0,"HRNJAK Ethan"
"1742",29100,0,"MAWSON Greg"
"1743",29100,1,"REGAN Michael"
"1744",29100,0,"SORENSEN Susan"
"1745",29100,0,"WILLIAMS Toby"
"1746",29100,0,"WRIGHT Sue"
"1747",29200,0,"HRNJAK Ethan"
"1748",29200,0,"MAWSON Greg"
"1749",29200,1,"REGAN Michael"
"1750",29200,0,"SORENSEN Susan"
"1751",29200,0,"WILLIAMS Toby"
"1752",29200,0,"WRIGHT Sue"
"1753",29300,0,"HRNJAK Ethan"
"1754",29300,0,"MAWSON Greg"
"1755",29300,1,"REGAN Michael"
"1756",29300,0,"SORENSEN Susan"
"1757",29300,0,"WILLIAMS Toby"
"1758",29300,0,"WRIGHT Sue"
"1759",29400,0,"HRNJAK Ethan"
"1760",29400,0,"MAWSON Greg"
"1761",29400,1,"REGAN Michael"
"1762",29400,0,"SORENSEN Susan"
"1763",29400,0,"WILLIAMS Toby"
"1764",29400,0,"WRIGHT Sue"
"1765",29500,0,"HRNJAK Ethan"
"1766",29500,0,"MAWSON Greg"
"1767",29500,1,"REGAN Michael"
"1768",29500,0,"SORENSEN Susan"
"1769",29500,0,"WILLIAMS Toby"
"1770",29500,0,"WRIGHT Sue"
"1771",29600,0,"HRNJAK Ethan"
"1772",29600,0,"MAWSON Greg"
"1773",29600,1,"REGAN Michael"
"1774",29600,0,"SORENSEN Susan"
"1775",29600,0,"WILLIAMS Toby"
"1776",29600,0,"WRIGHT Sue"
"1777",29700,0,"HRNJAK Ethan"
"1778",29700,0,"MAWSON Greg"
"1779",29700,1,"REGAN Michael"
"1780",29700,0,"SORENSEN Susan"
"1781",29700,0,"WILLIAMS Toby"
"1782",29700,0,"WRIGHT Sue"
"1783",29800,0,"HRNJAK Ethan"
"1784",29800,0,"MAWSON Greg"
"1785",29800,1,"REGAN Michael"
"1786",29800,0,"SORENSEN Susan"
"1787",29800,0,"WILLIAMS Toby"
"1788",29800,0,"WRIGHT Sue"
"1789",29900,0,"HRNJAK Ethan"
"1790",29900,0,"MAWSON Greg"
"1791",29900,1,"REGAN Michael"
"1792",29900,0,"SORENSEN Susan"
"1793",29900,0,"WILLIAMS Toby"
"1794",29900,0,"WRIGHT Sue"
"1795",30000,0,"HRNJAK Ethan"
"1796",30000,0,"MAWSON Greg"
"1797",30000,1,"REGAN Michael"
"1798",30000,0,"SORENSEN Susan"
"1799",30000,0,"WILLIAMS Toby"
"1800",30000,0,"WRIGHT Sue"
"1801",30100,0,"HRNJAK Ethan"
"1802",30100,0,"MAWSON Greg"
"1803",30100,1,"REGAN Michael"
"1804",30100,0,"SORENSEN Susan"
"1805",30100,0,"WILLIAMS Toby"
"1806",30100,0,"WRIGHT Sue"
"1807",30200,0,"HRNJAK Ethan"
"1808",30200,0,"MAWSON Greg"
"1809",30200,1,"REGAN Michael"
"1810",30200,0,"SORENSEN Susan"
"1811",30200,0,"WILLIAMS Toby"
"1812",30200,0,"WRIGHT Sue"
"1813",30300,0,"HRNJAK Ethan"
"1814",30300,0,"MAWSON Greg"
"1815",30300,1,"REGAN Michael"
"1816",30300,0,"SORENSEN Susan"
"1817",30300,0,"WILLIAMS Toby"
"1818",30300,0,"WRIGHT Sue"
"1819",30400,0,"HRNJAK Ethan"
"1820",30400,0,"MAWSON Greg"
"1821",30400,1,"REGAN Michael"
"1822",30400,0,"SORENSEN Susan"
"1823",30400,0,"WILLIAMS Toby"
"1824",30400,0,"WRIGHT Sue"
"1825",30500,0,"HRNJAK Ethan"
"1826",30500,0,"MAWSON Greg"
"1827",30500,1,"REGAN Michael"
"1828",30500,0,"SORENSEN Susan"
"1829",30500,0,"WILLIAMS Toby"
"1830",30500,0,"WRIGHT Sue"
"1831",30600,0,"HRNJAK Ethan"
"1832",30600,0,"MAWSON Greg"
"1833",30600,1,"REGAN Michael"
"1834",30600,0,"SORENSEN Susan"
"1835",30600,0,"WILLIAMS Toby"
"1836",30600,0,"WRIGHT Sue"
"1837",30700,0,"HRNJAK Ethan"
"1838",30700,0,"MAWSON Greg"
"1839",30700,1,"REGAN Michael"
"1840",30700,0,"SORENSEN Susan"
"1841",30700,0,"WILLIAMS Toby"
"1842",30700,0,"WRIGHT Sue"
"1843",30800,0,"HRNJAK Ethan"
"1844",30800,0,"MAWSON Greg"
"1845",30800,1,"REGAN Michael"
"1846",30800,0,"SORENSEN Susan"
"1847",30800,0,"WILLIAMS Toby"
"1848",30800,0,"WRIGHT Sue"
"1849",30900,0,"HRNJAK Ethan"
"1850",30900,0,"MAWSON Greg"
"1851",30900,1,"REGAN Michael"
"1852",30900,0,"SORENSEN Susan"
"1853",30900,0,"WILLIAMS Toby"
"1854",30900,0,"WRIGHT Sue"
"1855",31000,0,"HRNJAK Ethan"
"1856",31000,0,"MAWSON Greg"
"1857",31000,1,"REGAN Michael"
"1858",31000,0,"SORENSEN Susan"
"1859",31000,0,"WILLIAMS Toby"
"1860",31000,0,"WRIGHT Sue"
"1861",31100,0,"HRNJAK Ethan"
"1862",31100,0,"MAWSON Greg"
"1863",31100,1,"REGAN Michael"
"1864",31100,0,"SORENSEN Susan"
"1865",31100,0,"WILLIAMS Toby"
"1866",31100,0,"WRIGHT Sue"
"1867",31200,0,"HRNJAK Ethan"
"1868",31200,0,"MAWSON Greg"
"1869",31200,1,"REGAN Michael"
"1870",31200,0,"SORENSEN Susan"
"1871",31200,0,"WILLIAMS Toby"
"1872",31200,0,"WRIGHT Sue"
"1873",31300,0,"HRNJAK Ethan"
"1874",31300,0,"MAWSON Greg"
"1875",31300,1,"REGAN Michael"
"1876",31300,0,"SORENSEN Susan"
"1877",31300,0,"WILLIAMS Toby"
"1878",31300,0,"WRIGHT Sue"
"1879",31400,0,"HRNJAK Ethan"
"1880",31400,0,"MAWSON Greg"
"1881",31400,1,"REGAN Michael"
"1882",31400,0,"SORENSEN Susan"
"1883",31400,0,"WILLIAMS Toby"
"1884",31400,0,"WRIGHT Sue"
"1885",31500,0,"HRNJAK Ethan"
"1886",31500,0,"MAWSON Greg"
"1887",31500,1,"REGAN Michael"
"1888",31500,0,"SORENSEN Susan"
"1889",31500,0,"WILLIAMS Toby"
"1890",31500,0,"WRIGHT Sue"
"1891",31600,0,"HRNJAK Ethan"
"1892",31600,0,"MAWSON Greg"
"1893",31600,1,"REGAN Michael"
"1894",31600,0,"SORENSEN Susan"
"1895",31600,0,"WILLIAMS Toby"
"1896",31600,0,"WRIGHT Sue"
"1897",31700,0,"HRNJAK Ethan"
"1898",31700,0,"MAWSON Greg"
"1899",31700,1,"REGAN Michael"
"1900",31700,0,"SORENSEN Susan"
"1901",31700,0,"WILLIAMS Toby"
"1902",31700,0,"WRIGHT Sue"
"1903",31800,0,"HRNJAK Ethan"
"1904",31800,0,"MAWSON Greg"
"1905",31800,1,"REGAN Michael"
"1906",31800,0,"SORENSEN Susan"
"1907",31800,0,"WILLIAMS Toby"
"1908",31800,0,"WRIGHT Sue"
"1909",31900,0,"HRNJAK Ethan"
"1910",31900,0,"MAWSON Greg"
"1911",31900,1,"REGAN Michael"
"1912",31900,0,"SORENSEN Susan"
"1913",31900,0,"WILLIAMS Toby"
"1914",31900,0,"WRIGHT Sue"
"1915",32000,0,"HRNJAK Ethan"
"1916",32000,0,"MAWSON Greg"
"1917",32000,1,"REGAN Michael"
"1918",32000,0,"SORENSEN Susan"
"1919",32000,0,"WILLIAMS Toby"
"1920",32000,0,"WRIGHT Sue"
"1921",32100,0,"HRNJAK Ethan"
"1922",32100,0,"MAWSON Greg"
"1923",32100,1,"REGAN Michael"
"1924",32100,0,"SORENSEN Susan"
"1925",32100,0,"WILLIAMS Toby"
"1926",32100,0,"WRIGHT Sue"
"1927",32200,0,"HRNJAK Ethan"
"1928",32200,0,"MAWSON Greg"
"1929",32200,1,"REGAN Michael"
"1930",32200,0,"SORENSEN Susan"
"1931",32200,0,"WILLIAMS Toby"
"1932",32200,0,"WRIGHT Sue"
"1933",32300,0,"HRNJAK Ethan"
"1934",32300,0,"MAWSON Greg"
"1935",32300,1,"REGAN Michael"
"1936",32300,0,"SORENSEN Susan"
"1937",32300,0,"WILLIAMS Toby"
"1938",32300,0,"WRIGHT Sue"
"1939",32400,0,"HRNJAK Ethan"
"1940",32400,0,"MAWSON Greg"
"1941",32400,1,"REGAN Michael"
"1942",32400,0,"SORENSEN Susan"
"1943",32400,0,"WILLIAMS Toby"
"1944",32400,0,"WRIGHT Sue"
"1945",32500,0,"HRNJAK Ethan"
"1946",32500,0,"MAWSON Greg"
"1947",32500,1,"REGAN Michael"
"1948",32500,0,"SORENSEN Susan"
"1949",32500,0,"WILLIAMS Toby"
"1950",32500,0,"WRIGHT Sue"
"1951",32600,0,"HRNJAK Ethan"
"1952",32600,0,"MAWSON Greg"
"1953",32600,1,"REGAN Michael"
"1954",32600,0,"SORENSEN Susan"
"1955",32600,0,"WILLIAMS Toby"
"1956",32600,0,"WRIGHT Sue"
"1957",32700,0,"HRNJAK Ethan"
"1958",32700,0,"MAWSON Greg"
"1959",32700,1,"REGAN Michael"
"1960",32700,0,"SORENSEN Susan"
"1961",32700,0,"WILLIAMS Toby"
"1962",32700,0,"WRIGHT Sue"
"1963",32800,0,"HRNJAK Ethan"
"1964",32800,0,"MAWSON Greg"
"1965",32800,1,"REGAN Michael"
"1966",32800,0,"SORENSEN Susan"
"1967",32800,0,"WILLIAMS Toby"
"1968",32800,0,"WRIGHT Sue"
"1969",32900,0,"HRNJAK Ethan"
"1970",32900,0,"MAWSON Greg"
"1971",32900,1,"REGAN Michael"
"1972",32900,0,"SORENSEN Susan"
"1973",32900,0,"WILLIAMS Toby"
"1974",32900,0,"WRIGHT Sue"
"1975",33000,0,"HRNJAK Ethan"
"1976",33000,0,"MAWSON Greg"
"1977",33000,1,"REGAN Michael"
"1978",33000,0,"SORENSEN Susan"
"1979",33000,0,"WILLIAMS Toby"
"1980",33000,0,"WRIGHT Sue"
"1981",33100,0,"HRNJAK Ethan"
"1982",33100,0,"MAWSON Greg"
"1983",33100,1,"REGAN Michael"
"1984",33100,0,"SORENSEN Susan"
"1985",33100,0,"WILLIAMS Toby"
"1986",33100,0,"WRIGHT Sue"
"1987",33200,0,"HRNJAK Ethan"
"1988",33200,0,"MAWSON Greg"
"1989",33200,1,"REGAN Michael"
"1990",33200,0,"SORENSEN Susan"
"1991",33200,0,"WILLIAMS Toby"
"1992",33200,0,"WRIGHT Sue"
"1993",33300,0,"HRNJAK Ethan"
"1994",33300,0,"MAWSON Greg"
"1995",33300,1,"REGAN Michael"
"1996",33300,0,"SORENSEN Susan"
"1997",33300,0,"WILLIAMS Toby"
"1998",33300,0,"WRIGHT Sue"
"1999",33400,0,"HRNJAK Ethan"
"2000",33400,0,"MAWSON Greg"
"2001",33400,1,"REGAN Michael"
"2002",33400,0,"SORENSEN Susan"
"2003",33400,0,"WILLIAMS Toby"
"2004",33400,0,"WRIGHT Sue"
"2005",33500,0,"HRNJAK Ethan"
"2006",33500,0,"MAWSON Greg"
"2007",33500,1,"REGAN Michael"
"2008",33500,0,"SORENSEN Susan"
"2009",33500,0,"WILLIAMS Toby"
"2010",33500,0,"WRIGHT Sue"
"2011",33600,0,"HRNJAK Ethan"
"2012",33600,0,"MAWSON Greg"
"2013",33600,1,"REGAN Michael"
"2014",33600,0,"SORENSEN Susan"
"2015",33600,0,"WILLIAMS Toby"
"2016",33600,0,"WRIGHT Sue"
"2017",33700,0,"HRNJAK Ethan"
"2018",33700,0,"MAWSON Greg"
"2019",33700,1,"REGAN Michael"
"2020",33700,0,"SORENSEN Susan"
"2021",33700,0,"WILLIAMS Toby"
"2022",33700,0,"WRIGHT Sue"
"2023",33800,0,"HRNJAK Ethan"
"2024",33800,0,"MAWSON Greg"
"2025",33800,1,"REGAN Michael"
"2026",33800,0,"SORENSEN Susan"
"2027",33800,0,"WILLIAMS Toby"
"2028",33800,0,"WRIGHT Sue"
"2029",33900,0,"HRNJAK Ethan"
"2030",33900,0,"MAWSON Greg"
"2031",33900,1,"REGAN Michael"
"2032",33900,0,"SORENSEN Susan"
"2033",33900,0,"WILLIAMS Toby"
"2034",33900,0,"WRIGHT Sue"
"2035",34000,0,"HRNJAK Ethan"
"2036",34000,0,"MAWSON Greg"
"2037",34000,1,"REGAN Michael"
"2038",34000,0,"SORENSEN Susan"
"2039",34000,0,"WILLIAMS Toby"
"2040",34000,0,"WRIGHT Sue"
"2041",34100,0,"HRNJAK Ethan"
"2042",34100,0,"MAWSON Greg"
"2043",34100,1,"REGAN Michael"
"2044",34100,0,"SORENSEN Susan"
"2045",34100,0,"WILLIAMS Toby"
"2046",34100,0,"WRIGHT Sue"
"2047",34200,0,"HRNJAK Ethan"
"2048",34200,0,"MAWSON Greg"
"2049",34200,1,"REGAN Michael"
"2050",34200,0,"SORENSEN Susan"
"2051",34200,0,"WILLIAMS Toby"
"2052",34200,0,"WRIGHT Sue"
"2053",34300,0,"HRNJAK Ethan"
"2054",34300,0,"MAWSON Greg"
"2055",34300,1,"REGAN Michael"
"2056",34300,0,"SORENSEN Susan"
"2057",34300,0,"WILLIAMS Toby"
"2058",34300,0,"WRIGHT Sue"
"2059",34400,0,"HRNJAK Ethan"
"2060",34400,0,"MAWSON Greg"
"2061",34400,1,"REGAN Michael"
"2062",34400,0,"SORENSEN Susan"
"2063",34400,0,"WILLIAMS Toby"
"2064",34400,0,"WRIGHT Sue"
"2065",34500,0,"HRNJAK Ethan"
"2066",34500,0,"MAWSON Greg"
"2067",34500,1,"REGAN Michael"
"2068",34500,0,"SORENSEN Susan"
"2069",34500,0,"WILLIAMS Toby"
"2070",34500,0,"WRIGHT Sue"
"2071",34600,0,"HRNJAK Ethan"
"2072",34600,0,"MAWSON Greg"
"2073",34600,1,"REGAN Michael"
"2074",34600,0,"SORENSEN Susan"
"2075",34600,0,"WILLIAMS Toby"
"2076",34600,0,"WRIGHT Sue"
"2077",34700,0,"HRNJAK Ethan"
"2078",34700,0,"MAWSON Greg"
"2079",34700,1,"REGAN Michael"
"2080",34700,0,"SORENSEN Susan"
"2081",34700,0,"WILLIAMS Toby"
"2082",34700,0,"WRIGHT Sue"
"2083",34800,0,"HRNJAK Ethan"
"2084",34800,0,"MAWSON Greg"
"2085",34800,1,"REGAN Michael"
"2086",34800,0,"SORENSEN Susan"
"2087",34800,0,"WILLIAMS Toby"
"2088",34800,0,"WRIGHT Sue"
"2089",34900,0,"HRNJAK Ethan"
"2090",34900,0,"MAWSON Greg"
"2091",34900,1,"REGAN Michael"
"2092",34900,0,"SORENSEN Susan"
"2093",34900,0,"WILLIAMS Toby"
"2094",34900,0,"WRIGHT Sue"
"2095",35000,0,"HRNJAK Ethan"
"2096",35000,0,"MAWSON Greg"
"2097",35000,1,"REGAN Michael"
"2098",35000,0,"SORENSEN Susan"
"2099",35000,0,"WILLIAMS Toby"
"2100",35000,0,"WRIGHT Sue"
"2101",35100,0,"HRNJAK Ethan"
"2102",35100,0,"MAWSON Greg"
"2103",35100,1,"REGAN Michael"
"2104",35100,0,"SORENSEN Susan"
"2105",35100,0,"WILLIAMS Toby"
"2106",35100,0,"WRIGHT Sue"
"2107",35200,0,"HRNJAK Ethan"
"2108",35200,0,"MAWSON Greg"
"2109",35200,1,"REGAN Michael"
"2110",35200,0,"SORENSEN Susan"
"2111",35200,0,"WILLIAMS Toby"
"2112",35200,0,"WRIGHT Sue"
"2113",35300,0,"HRNJAK Ethan"
"2114",35300,0,"MAWSON Greg"
"2115",35300,1,"REGAN Michael"
"2116",35300,0,"SORENSEN Susan"
"2117",35300,0,"WILLIAMS Toby"
"2118",35300,0,"WRIGHT Sue"
"2119",35400,0,"HRNJAK Ethan"
"2120",35400,0,"MAWSON Greg"
"2121",35400,1,"REGAN Michael"
"2122",35400,0,"SORENSEN Susan"
"2123",35400,0,"WILLIAMS Toby"
"2124",35400,0,"WRIGHT Sue"
"2125",35500,0,"HRNJAK Ethan"
"2126",35500,0,"MAWSON Greg"
"2127",35500,1,"REGAN Michael"
"2128",35500,0,"SORENSEN Susan"
"2129",35500,0,"WILLIAMS Toby"
"2130",35500,0,"WRIGHT Sue"
"2131",35600,0,"HRNJAK Ethan"
"2132",35600,0,"MAWSON Greg"
"2133",35600,1,"REGAN Michael"
"2134",35600,0,"SORENSEN Susan"
"2135",35600,0,"WILLIAMS Toby"
"2136",35600,0,"WRIGHT Sue"
"2137",35700,0,"HRNJAK Ethan"
"2138",35700,0,"MAWSON Greg"
"2139",35700,1,"REGAN Michael"
"2140",35700,0,"SORENSEN Susan"
"2141",35700,0,"WILLIAMS Toby"
"2142",35700,0,"WRIGHT Sue"
"2143",35800,0,"HRNJAK Ethan"
"2144",35800,0,"MAWSON Greg"
"2145",35800,1,"REGAN Michael"
"2146",35800,0,"SORENSEN Susan"
"2147",35800,0,"WILLIAMS Toby"
"2148",35800,0,"WRIGHT Sue"
"2149",35900,0,"HRNJAK Ethan"
"2150",35900,0,"MAWSON Greg"
"2151",35900,1,"REGAN Michael"
"2152",35900,0,"SORENSEN Susan"
"2153",35900,0,"WILLIAMS Toby"
"2154",35900,0,"WRIGHT Sue"
"2155",36000,0,"HRNJAK Ethan"
"2156",36000,0,"MAWSON Greg"
"2157",36000,1,"REGAN Michael"
"2158",36000,0,"SORENSEN Susan"
"2159",36000,0,"WILLIAMS Toby"
"2160",36000,0,"WRIGHT Sue"
"2161",36100,0,"HRNJAK Ethan"
"2162",36100,0,"MAWSON Greg"
"2163",36100,1,"REGAN Michael"
"2164",36100,0,"SORENSEN Susan"
"2165",36100,0,"WILLIAMS Toby"
"2166",36100,0,"WRIGHT Sue"
"2167",36200,0,"HRNJAK Ethan"
"2168",36200,0,"MAWSON Greg"
"2169",36200,1,"REGAN Michael"
"2170",36200,0,"SORENSEN Susan"
"2171",36200,0,"WILLIAMS Toby"
"2172",36200,0,"WRIGHT Sue"
"2173",36300,0,"HRNJAK Ethan"
"2174",36300,0,"MAWSON Greg"
"2175",36300,1,"REGAN Michael"
"2176",36300,0,"SORENSEN Susan"
"2177",36300,0,"WILLIAMS Toby"
"2178",36300,0,"WRIGHT Sue"
"2179",36400,0,"HRNJAK Ethan"
"2180",36400,0,"MAWSON Greg"
"2181",36400,1,"REGAN Michael"
"2182",36400,0,"SORENSEN Susan"
"2183",36400,0,"WILLIAMS Toby"
"2184",36400,0,"WRIGHT Sue"
"2185",36500,0,"HRNJAK Ethan"
"2186",36500,0,"MAWSON Greg"
"2187",36500,1,"REGAN Michael"
"2188",36500,0,"SORENSEN Susan"
"2189",36500,0,"WILLIAMS Toby"
"2190",36500,0,"WRIGHT Sue"
"2191",36600,0,"HRNJAK Ethan"
"2192",36600,0,"MAWSON Greg"
"2193",36600,1,"REGAN Michael"
"2194",36600,0,"SORENSEN Susan"
"2195",36600,0,"WILLIAMS Toby"
"2196",36600,0,"WRIGHT Sue"
"2197",36700,0,"HRNJAK Ethan"
"2198",36700,0,"MAWSON Greg"
"2199",36700,1,"REGAN Michael"
"2200",36700,0,"SORENSEN Susan"
"2201",36700,0,"WILLIAMS Toby"
"2202",36700,0,"WRIGHT Sue"
"2203",36800,0,"HRNJAK Ethan"
"2204",36800,0,"MAWSON Greg"
"2205",36800,1,"REGAN Michael"
"2206",36800,0,"SORENSEN Susan"
"2207",36800,0,"WILLIAMS Toby"
"2208",36800,0,"WRIGHT Sue"
"2209",36900,0,"HRNJAK Ethan"
"2210",36900,0,"MAWSON Greg"
"2211",36900,1,"REGAN Michael"
"2212",36900,0,"SORENSEN Susan"
"2213",36900,0,"WILLIAMS Toby"
"2214",36900,0,"WRIGHT Sue"
"2215",37000,0,"HRNJAK Ethan"
"2216",37000,0,"MAWSON Greg"
"2217",37000,1,"REGAN Michael"
"2218",37000,0,"SORENSEN Susan"
"2219",37000,0,"WILLIAMS Toby"
"2220",37000,0,"WRIGHT Sue"
"2221",37100,0,"HRNJAK Ethan"
"2222",37100,0,"MAWSON Greg"
"2223",37100,1,"REGAN Michael"
"2224",37100,0,"SORENSEN Susan"
"2225",37100,0,"WILLIAMS Toby"
"2226",37100,0,"WRIGHT Sue"
"2227",37200,0,"HRNJAK Ethan"
"2228",37200,0,"MAWSON Greg"
"2229",37200,1,"REGAN Michael"
"2230",37200,0,"SORENSEN Susan"
"2231",37200,0,"WILLIAMS Toby"
"2232",37200,0,"WRIGHT Sue"
"2233",37300,0,"HRNJAK Ethan"
"2234",37300,0,"MAWSON Greg"
"2235",37300,1,"REGAN Michael"
"2236",37300,0,"SORENSEN Susan"
"2237",37300,0,"WILLIAMS Toby"
"2238",37300,0,"WRIGHT Sue"
"2239",37400,0,"HRNJAK Ethan"
"2240",37400,0,"MAWSON Greg"
"2241",37400,1,"REGAN Michael"
